controller,condition,seed,success,steps,path_length,collisions,tortuosity,odor_detection_percentage,final_distance_to_source
random,normal,127,False,1200,83.19999999999996,84,20.215647417162987,50.916666666666664,14.767281913400259
random,normal,128,False,1200,50.72,289,14.443389633005156,7.166666666666667,14.558711072117884
random,normal,129,False,1200,94.55999999999999,20,63.04387759173694,56.49999999999999,14.13625732608859
random,normal,130,False,1200,89.60000000000004,61,7.006037958027439,58.333333333333336,2.752829956957517
random,normal,131,False,1200,90.88,25,14.220524446403182,48.25,15.146219734665474
random,normal,132,False,1200,72.63999999999999,104,8.381818883644458,30.75,8.951949177162978
random,normal,133,False,1200,76.47999999999999,100,7.490659305977812,16.333333333333332,4.577231850781203
random,normal,134,False,1200,55.68000000000001,248,14.310247772921574,6.416666666666666,10.484532858718731
random,normal,135,False,1200,79.51999999999998,90,14.34953419043531,18.75,16.783875111002203
random,normal,136,False,1200,65.27999999999999,193,10.51099885630428,5.333333333333334,17.91721927970441
random,normal,137,False,1200,80.00000000000006,89,59.28300774523654,29.75,15.235768887590968
random,normal,138,False,1200,81.43999999999996,86,8.731881908955891,24.083333333333336,4.8151178839668365
random,normal,139,False,1200,80.64000000000001,79,40.01072854039545,38.58333333333333,14.758176053509258
random,normal,140,False,1200,75.84000000000002,115,9.401906592281332,33.75,10.855221008947796
random,normal,141,False,1200,85.59999999999998,54,16.68664128086096,34.75,11.122136467255368
random,normal,142,False,1200,76.63999999999997,97,13.36789292994575,8.25,11.694233688686415
random,normal,143,False,1200,57.91999999999999,286,20.04989720763348,6.083333333333334,12.918071694512928
random,normal,144,False,1200,89.75999999999992,51,30.909633447687572,34.416666666666664,15.103904486836532
random,normal,145,False,1200,87.51999999999998,72,16.750144051628673,40.75,15.486710458894867
random,normal,146,False,1200,81.60000000000001,112,5.313403642222213,9.583333333333334,2.9587496170012773
random,normal,147,False,1200,76.64000000000001,98,15.294549898895262,55.00000000000001,11.202055165166573
random,normal,148,False,1200,67.51999999999998,157,10.054785066580315,29.083333333333332,14.586199685255892
random,normal,149,False,1200,87.20000000000002,82,47.37052043236744,32.83333333333333,12.32862479265005
moth,normal,100,True,265,29.920000000000037,57,2.17237437281056,53.9622641509434,0.383622816913503
moth,normal,101,False,1200,23.839999999999982,1030,3.0939760503856233,89.83333333333333,6.564637851756373
moth,normal,102,True,209,30.080000000000034,0,2.1917447404695873,40.66985645933015,0.3585981883843857
moth,normal,103,True,373,36.16000000000004,126,2.623592711016464,66.75603217158177,0.392933215683818
moth,normal,104,True,212,30.559999999999995,0,2.1998975398605984,41.509433962264154,0.44930434701522604
